,Unnamed: 0,username,date,retweets,favorites,geo,mentions,hashtags,id,permalink,text,sentiment_polarity,follower_count
1268,1268,marcorubio,1/11/2016,76,221,,,#NationalChampionship #Alabama #Clemson,"""686700373055148032""",https://twitter.com/marcorubio/status/686700373055148032,"""Football Fans - what's your prediction in the #NationalChampionship ? #Alabama or #Clemson http:// rub.io/PMayzY pic.twitter.com/hLCY7Abvvf""",0,0
1269,1269,marcorubio,1/11/2016,167,409,,,,"""686677443122491393""",https://twitter.com/marcorubio/status/686677443122491393,"""Proud to say we are the first campaign to announce leadership teams in all 50 states. http:// rub.io/KPP7tq""",0.525,0
1270,1270,marcorubio,1/11/2016,246,503,,,,"""686655290935238658""",https://twitter.com/marcorubio/status/686655290935238658,"""Voters all across America know it: Obamacare is a bad law. http:// rub.io/x64f93 pic.twitter.com/k1TsN8CMFN""",-0.7,0
1271,1271,marcorubio,1/11/2016,154,426,,,,,,"""As President I will pick Supreme Court judges who respect our most sacred institutions. http:// rub.io/r7emkz"";;;;""686639904873394176"";https://twitter.com/marcorubio/status/686639904873394176",0.5,0
1272,1272,marcorubio,1/11/2016,69,131,,,#iacaucus,"""686608672659750912""",https://twitter.com/marcorubio/status/686608672659750912,"""Proud to announce our Southwest Iowa leadership team: http:// rub.io/6rz2XY #iacaucus""",0.8,0
1273,1273,marcorubio,1/11/2016,330,281,,,,"""686603102905053184""",https://twitter.com/marcorubio/status/686603102905053184,"""Clinton's emails reveal the hostility of Obama admin toward Israel: http:// freebeacon.com/national-secur ity/clinton-considered-secret-plan-to-spark-palestinian-protests/ """,0,0
1274,1274,marcorubio,1/11/2016,292,502,,,,"""686585407992147968""",https://twitter.com/marcorubio/status/686585407992147968,"""Obama was the first U.S. president to think of America as a bully rather than a leader. http:// rub.io/uQrDcf""",0.25,0
1275,1275,marcorubio,1/11/2016,142,329,,,,"""686542703237197824""",https://twitter.com/marcorubio/status/686542703237197824,"""This is why Obamacare must be repealed and replaced. It's hurting Americans all over our country: http:// rub.io/pNXVEd""",0,0
1276,1276,marcorubio,1/10/2016,96,169,,@GStephanopoulos @ThisWeekABC,,"""686384751301779457""",https://twitter.com/marcorubio/status/686384751301779457,"""I told @GStephanopoulos on @ThisWeekABC today that we need strong intelligence programs: http:// youtu.be/DqM7IFUasE0""",0.433333333,0
1277,1277,marcorubio,1/10/2016,115,418,,,,"""686371914500190208""",https://twitter.com/marcorubio/status/686371914500190208,"""My family had a great time today at the annual Three Kings Day parade in Miami. pic.twitter.com/GFo8T5iac9""",0.275,0
