,Unnamed: 0,username,date,retweets,favorites,geo,mentions,hashtags,id,permalink,text,sentiment_polarity,follower_count
404,404,tedcruz,8/24/2016,364,294,,,,"""768493020782006272""",https://twitter.com/tedcruz/status/768493020782006272,"""""In 2017 there will be only one insurer selling health care plans in the Obamacare exchanges in 1/3 of the country"" http:// freebeacon.com/issues/one-thi rd-u-s-will-one-insurer-offering-obamacare-plans-2017/?utm_source=Freedom+Mail&utm_campaign=eeebbd7130-WFB_Morning_Beacon_08_24_168_23_2016&utm_medium=email&utm_term=0_b5e6e0e9ea-eeebbd7130-45952621 """,0.0,1529036
405,405,tedcruz,8/24/2016,116,226,,@PortofHouston,,"""768480995876143104""",https://twitter.com/tedcruz/status/768480995876143104,"""A vibrant & thriving @PortofHouston is a critical engine for economic growth in TX & the US: http://www. houstonchronicle.com/business/artic le/Cruz-pledges-support-for-Houston-port-Ship-9180522.php  pic.twitter.com/wWPpPXYGRI""",0.12222222222222225,1529036
406,406,tedcruz,8/24/2016,182,660,,,#SCOTX,"""768432401429082113""",https://twitter.com/tedcruz/status/768432401429082113,"""Congratulations and thanks for eleven terrific years of serving the people of the Great State of Texas on #SCOTX ! https:// twitter.com/justicewillett /status/768414357810130944 """,0.3333333333333333,1529036
407,407,tedcruz,8/23/2016,544,579,,,,"""768240510376869888""",https://twitter.com/tedcruz/status/768240510376869888,"""Exactly what would be expected after this Administration placed a price on Americans' heads. http:// freebeacon.com/national-secur ity/state-dept-warns-iran-seeking-capture-u-s-citizens/ """,0.075,1526469
408,408,tedcruz,8/23/2016,540,667,,,,"""768202826174504961""",https://twitter.com/tedcruz/status/768202826174504961,"""Epic corruption. https:// twitter.com/therightscoop/ status/768171703675551744 """,0.1,1526469
409,409,tedcruz,8/23/2016,547,781,,,,"""768189863816368128""",https://twitter.com/tedcruz/status/768189863816368128,"""The stonewalling from the Obama Administration is inexcusable. The American people deserve answers. https:// twitter.com/FreeBeacon/sta tus/768176034504175616 """,0.0,1526469
410,410,tedcruz,8/23/2016,344,384,,,,"""768160660093927424""",https://twitter.com/tedcruz/status/768160660093927424,"""Shameful. And indefensible. https:// twitter.com/cr/status/7681 15925467799552 """,0.0,1526469
411,411,tedcruz,8/23/2016,270,218,,@FreeBeacon,#FullRepeal,"""768129221046652928""",https://twitter.com/tedcruz/status/768129221046652928,"""From @FreeBeacon : One-Third of U.S. Will Have Only One Insurer Offering Obamacare Plans in 2017 http:// freebeacon.com/issues/one-thi rd-u-s-will-one-insurer-offering-obamacare-plans-2017/  #FullRepeal""",0.0,1526469
412,412,tedcruz,8/23/2016,224,332,,,#FullRepeal,"""768114319540105216""",https://twitter.com/tedcruz/status/768114319540105216,"""Join the fight for #FullRepeal of Obamacare: http:// CruzCrew.com/full_repeal http://www. businessinsider.com/pinal-county-a rizona-has-no-obamacare-insurers-2016-8  pic.twitter.com/tmH5fI4i92""",0.0,1526469
413,413,tedcruz,8/22/2016,280,443,,,#FullRepeal,"""767897887858536449""",https://twitter.com/tedcruz/status/767897887858536449,"""#FullRepeal : https://www. tedcruz.org/l/full-repeal- obamacare/  https:// twitter.com/nrsc/status/76 7891611669958656 """,0.0,1523749
414,414,tedcruz,8/22/2016,766,1344,,,,"""767738593712287745""",https://twitter.com/tedcruz/status/767738593712287745,"""Federal court confirms President Obama's school bathroom decree violates federal law: https:// twitter.com/AP/status/7677 15949394952192 """,0.0,1523749
415,415,tedcruz,8/22/2016,597,1053,,,,"""767730895566479362""",https://twitter.com/tedcruz/status/767730895566479362,"""Congress and the American people deserve answers on the Obama Administration's possibly illegal payment to Iran. http://www. dallasnews.com/news/politics/ headlines/20160812-cruz-demands-answers-on-400-million-payment-to-iran.ece """,-0.25,1523749
