,Unnamed: 0,id,date,text,favorites,retweets,reply_count,quote_count,sentiment_polarity,follower_count
665,665,6.91e+17,1/25/2016,"b'When other candidates could have led the charge on defeating ISIS &amp; Assad, they chose polls over safety &amp; strength.\nhttps://t.co/GNmwwXRl2V'",150,77,,,-0.125,430011
666,666,6.91e+17,1/24/2016,"b'Thank you, @LindseyGrahamSC, for making our case: https://t.co/z4YeHZQmS2'",125,62,,,0.0,429323
667,667,6.91e+17,1/24/2016,b'Our troops need to be certain that their Commander-in-Chief has their back. I will.\nhttps://t.co/80DqcThMaE',177,68,,,0.10714285714285714,429323
668,668,6.91e+17,1/24/2016,b'We need a Commander-in-Chief who is focused on the greatness of our country and how to keep it safe.\nhttps://t.co/buouOrIemC',171,71,,,0.0,429323
669,669,6.91e+17,1/24/2016,"b""It is not a sign of strength to insult people, @realDonaldTrump. It's a sign of deep insecurity &amp; weakness. #FITN\nhttps://t.co/o4QZwLWtDl""",399,208,,,0.0,429323
670,670,6.91e+17,1/24/2016,b'Next POTUS will take office after 8 years of weak Obama-Clinton foreign policy. My plan to restore US leadership: https://t.co/2Tjlt3kSyP',151,63,,,-0.25,429323
671,671,6.91e+17,1/24/2016,"b""To disrupt the culture of DC, we need a leader who\xe2\x80\x99s actually done it. I changed Tallahassee &amp; I'll change DC.\nhttps://t.co/Z5BpADvWfQ""",147,62,,,-0.25,429323
672,672,6.91e+17,1/24/2016,"b'RT @MarthaRaddatz: With just days left until the first votes are cast in Iowa, I\xe2\x80\x99ll talk with @BernieSanders &amp; @JebBush, this morning on @T\xe2\x80\xa6'",0,30,,,0.125,429323
673,673,6.91e+17,1/23/2016,"b""Older Americans are struggling under @POTUS's failed leadership. I'll improve the security &amp; health of millions: https://t.co/RLJyNWL7xa""",143,42,,,-0.5,428193
674,674,6.91e+17,1/23/2016,b'17 more days until New Hampshire votes. Working hard to get every vote. #FITN https://t.co/FGfmX9ZMNn',202,72,,,0.11489898989898988,428193
675,675,6.91e+17,1/23/2016,"b'I\xe2\x80\x99ll be hosting a rally in Elko, NV on Tuesday. Hope you\xe2\x80\x99ll join us: https://t.co/swIgUHYWbc'",50,35,,,0.0,428193
676,676,6.91e+17,1/23/2016,b'3 yrs ago @HillaryClinton said \xe2\x80\x9cwhat difference does it make\xe2\x80\x9d for lying to Americans about Benghazi. WATCH:\nhttps://t.co/a2Y3t7JIRa',146,83,,,0.0,428193
677,677,6.91e+17,1/23/2016,"b'.@realDonaldTrump is an entertainer, not a conservative. #FITN\nhttps://t.co/CvHBDQKsUE'",250,126,,,0.0,428193
678,678,6.91e+17,1/23/2016,"b'My goal is to ensure that all Americans, no matter their background or zip code, have access to a quality education: https://t.co/J4rwxYib93'",140,53,,,0.0,428193
679,679,6.91e+17,1/23/2016,"b'Washington politicians are all talk with no action. To defeat ISIS, we need real leadership.\nhttps://t.co/QTHztvOT3y'",165,73,,,0.07500000000000001,428193
680,680,6.91e+17,1/23/2016,"b""I'd be careful Donald https://t.co/Y3iZmG4tt5""",7464,4718,,,-0.1,428193
681,681,6.91e+17,1/22/2016,"b""Looks like I'm on @Showtime this week...unfortunately not @SHO_Homeland...was hoping to kill a terrorist: https://t.co/UWcL5UR96d""",150,78,,,0.0,427023
682,682,6.91e+17,1/22/2016,"b'Came across this vintage sign on the trail in Exeter, NH. Signed my name alongside Mom and Dad\xe2\x80\x99s. https://t.co/Qyez0viGJn'",134,38,,,0.0,427023
683,683,6.91e+17,1/22/2016,"b'One town hall tonight, three town halls tomorrow. Another great weekend planned for NH: https://t.co/xjeEpArDe5'",62,26,,,0.8,427023
684,684,6.91e+17,1/22/2016,"b'It was a pleasure to meet you, @lynslife  https://t.co/aJe1Y2WTgv'",49,14,,,0.0,427023
685,685,6.91e+17,1/22/2016,b'Greenville County Republican Party Chairman Chad Groover on my conservative record that\xe2\x80\x99s unmatched in GOP field: https://t.co/VI3qs6ylFQ',63,43,,,0.0,427023
686,686,6.91e+17,1/22/2016,"b'Higher taxes, partial-birth abortion, single payer health care \xe2\x80\x94 just a few of the \xe2\x80\x9ccauses\xe2\x80\x9d Trump has supported. https://t.co/e9GulVRGs4'",290,184,,,-0.13571428571428573,427023
687,687,6.91e+17,1/22/2016,b'The @NRO is right: @realDonaldTrump is not a conservative.\nhttps://t.co/MwMFkaTa1R',129,79,,,0.2857142857142857,427023
688,688,6.91e+17,1/22/2016,"b""I applaud those who #MarchforLife today. As president I'll fight for human dignity &amp; the unborn. New @FoxNews op-ed: https://t.co/flzntbl7wq""",233,89,,,-0.12121212121212123,427023
689,689,6.91e+17,1/22/2016,b'.@WSJ writes on my call to get rid of the DC craft beer cops: https://t.co/8PlTMAiojF',46,40,,,0.0,427023
690,690,6.91e+17,1/22/2016,b'Talked with @SeanHannity about @HillaryClinton\xe2\x80\x99s lack of accomplishments &amp; inability to tell the truth. Watch:\nhttps://t.co/tNLI9rQnXA',97,58,,,0.0,427023
691,691,6.91e+17,1/22/2016,b'I\xe2\x80\x99ll be talking live on @FoxNews at 10:30 AM ET this morning. Hope you\xe2\x80\x99ll tune in.',46,21,,,0.13636363636363635,427023
692,692,6.91e+17,1/22/2016,b'Today I stand with thousands marching for life &amp; defending the most vulnerable of all: https://t.co/flzntbl7wq\nhttps://t.co/A1jCv36F4i',163,65,,,0.0,427023
693,693,6.91e+17,1/22/2016,b'The one and only Barbara Bush. Love you.\nhttps://t.co/oCnn2yiEL5',265,113,,,0.25,427023
694,694,6.9e+17,1/22/2016,b'ICYMI: The Real Donald Trump\nhttps://t.co/NwbPWLR1Yf',475,325,,,0.2,427023
695,695,6.9e+17,1/22/2016,b'@russfox5 yes. The Republican Party should nominate a conservative',24,4,,,0.0,427023
696,696,6.9e+17,1/22/2016,"b'Welcome to the fight, all. Trump is not a conservative. https://t.co/Fri8reAEx1'",553,330,,,0.0,427023
697,697,6.9e+17,1/22/2016,"b'Tune into @SeanHannity on @FoxNews tonight at 10:45 ET. We\xe2\x80\x99ll be talking about foreign policy, the campaign trail and more.'",62,28,,,0.1875,427023
698,698,6.9e+17,1/22/2016,"b'Thanks, Matt! Looking forward to sharing my vision for a safer, stronger, freer America at @CPAC this year.  https://t.co/vVIPnnAuNT'",88,28,,,0.0,427023
699,699,6.9e+17,1/22/2016,"b'A big thanks to all those who joined us in Hampton, New Hampshire tonight. https://t.co/eHpO8GQHqr'",104,34,,,0.11212121212121212,427023
700,700,6.9e+17,1/21/2016,"b'Great dinner with Lynne &amp; Mary, our Dinner w/ Jeb contest winners, &amp; @JebBushJr before our Hampton town hall tonight https://t.co/0nYMniEUBn'",341,68,,,0.0,426143
701,701,6.9e+17,1/21/2016,b'Join Greg and the rest of our #MissionNext students on 400+ campuses nationwide: https://t.co/emOkePnOle https://t.co/D6kDycE8aF',55,41,,,0.0,426143
702,702,6.9e+17,1/21/2016,"b'47 pages of policy, that\xe2\x80\x99s only half a loaf of bread. If you want the full loaf \xe2\x86\x92 https://t.co/maLYepJzF3\nhttps://t.co/Gc3Un4FU1K'",74,38,,,0.06111111111111111,426143
703,703,6.9e+17,1/21/2016,b'NEW VIDEO: They might talk tough now but @marcorubio &amp; @tedcruz wavered when they had the chance to act on Syria.\nhttps://t.co/CfA9M6WCpk',102,65,,,-0.3888888888888889,426143
704,704,6.9e+17,1/21/2016,"b'Tonight I\xe2\x80\x99ll be visiting Hampton, NH for another town hall. Hope to see you there! https://t.co/ZtXEHz6KBI'",36,18,,,0.0,426143
705,705,6.9e+17,1/21/2016,"b'RT @WMUR9: With time short, @JebBush continues direct attacks on @realDonaldTrump #fitn #nhpolitics  https://t.co/mDPLj2ArSK via @jdistaso'",0,12,,,0.05,426143
706,706,6.9e+17,1/21/2016,"b'When it comes to defending the 2nd Amendment, my consistent, conservative record is unmatched. https://t.co/Tu7M7n4avW'",71,38,,,0.125,426143
707,707,6.9e+17,1/21/2016,"b'Talked about defending the 2nd Amendment at Sturm, Ruger &amp; Co Firearm Manufacturing. Thanks for having me! https://t.co/GJrWxGHBaX'",102,47,,,0.1,426143
708,708,6.9e+17,1/21/2016,"b""News only to those in Davos: Terrible Iran deal will fuel Iran's aggression and increase support for terror groups. https://t.co/8zCj05PBlP""",43,35,,,-0.5,426143
709,709,6.9e+17,1/21/2016,"b""Here's what Election Night 2016 would look like if @realDonaldTrump is the Republican nominee:\nhttps://t.co/2KEzGTuKwY""",111,68,,,0.0,426143
710,710,6.9e+17,1/21/2016,"b'If you want a president who will turn with the polls, you\xe2\x80\x99ll have to vote for someone else. That\xe2\x80\x99s not leadership.\nhttps://t.co/sfgYsq5H7y'",128,65,,,0.0,426143
711,711,6.9e+17,1/21/2016,"b'In Washington, the drunken sailors are in charge and they just pass the bottle around.\nhttps://t.co/T64yVSrm1O'",76,44,,,0.0,426143
712,712,6.9e+17,1/21/2016,"b'There\xe2\x80\x99s a long list of federal agencies that need to be turned upside down. When I\xe2\x80\x99m president, the VA will be 1st.\nhttps://t.co/F6LP26TxUO'",203,68,,,-0.1027777777777778,426143
713,713,6.9e+17,1/21/2016,b'RT @WMUR9: Republican presidential candidate @JebBush is speaking at a town hall event in Keene. Watch live: https://t.co/bEmmyw6T5W',0,17,,,0.13636363636363635,426143
714,714,6.9e+17,1/21/2016,b'Working hard to win every vote in New Hampshire. 20 days to go! https://t.co/e6yq9IxTLu',130,57,,,0.2148989898989899,426143
715,715,6.9e+17,1/20/2016,b'.@LindseyGrahamSC and I talked with New Hampshire veterans about the need to rebuild our military. Watch:\nhttps://t.co/LDnS5KM7uE',113,44,,,0.01818181818181817,425139
716,716,6.9e+17,1/20/2016,b'I\xe2\x80\x99ll be talking with @wolfblitzer in @CNNSitRoom live from New Hampshire at 5:05 PM ET. Hope you can tune in!',53,29,,,0.13636363636363635,425139
717,717,6.9e+17,1/20/2016,"b'If @realDonaldTrump is the nominee, @HillaryClinton will be elected president. We can\xe2\x80\x99t let that happen.\nhttps://t.co/1DcpJYoV8V'",194,122,,,0.0,425139
718,718,6.9e+17,1/20/2016,b'We\xe2\x80\x99re in New Hampshire for the rest of the week! Find an event near you &amp; meet us on the trail: https://t.co/crTWrckuXY',47,20,,,0.11818181818181818,425139
719,719,6.9e+17,1/20/2016,b'.@HillaryClinton\xe2\x80\x99s disregard for the inferior care provided to our vets is outrageous. Here\xe2\x80\x99s how I\xe2\x80\x99ll fix the VA: https://t.co/PeZUtsYvI0',67,36,,,-1.0,425139
720,720,6.9e+17,1/20/2016,b'Invited a group of NH veterans to meet with @LindseyGrahamSC and me today in Manchester. Appreciate their service. https://t.co/QaxK8V4d4N',107,46,,,0.0,425139
721,721,6.9e+17,1/20/2016,"b'NEW VIDEO: Unless we stop Donald Trump, Hillary Clinton will be sworn in as president one year from today.\nhttps://t.co/ty70mVv0Bb'",199,133,,,0.0,425139
722,722,6.9e+17,1/20/2016,"b""ISIS's destruction of holy sites, enslavement &amp; murder of Christians &amp; religious minorities must be stopped. https://t.co/GEbYsIfnX1""",113,85,,,0.0,425139
723,723,6.9e+17,1/20/2016,"b'The US faces a stark choice: rebuild our military, repair alliances &amp; restore our leadership or allow our global influence to further erode.'",137,56,,,-0.07500000000000001,425139
724,724,6.9e+17,1/20/2016,"b'1 year from today, a new president will be inaugurated. Join our team to make sure it\xe2\x80\x99s not Hillary Clinton: https://t.co/wFQ84uBhMu'",121,46,,,0.3181818181818182,425139
725,725,6.9e+17,1/20/2016,"b'No other candidate has unveiled a more detailed &amp; conservative agenda. My plan for a safer, stronger, freer America: https://t.co/8JeBYrCFA9'",87,55,,,0.25833333333333336,425139
726,726,6.9e+17,1/20/2016,"b'For America to lead the world, we need a strong economy. Watch my remarks at @CFR_org:\nhttps://t.co/iNWziU9S6L'",94,51,,,0.4333333333333333,425139
727,727,6.9e+17,1/20/2016,"b""Today 10k+ marched in Tallahassee to support school choice. @HillaryClinton's union allies should #DropTheSuit https://t.co/63Eb2jejeJ""",113,62,,,0.0,425139
728,728,6.9e+17,1/20/2016,b'.@HillaryClinton wouldn\xe2\x80\x99t have the confidence of the American people as president because she can\xe2\x80\x99t tell the truth.\nhttps://t.co/iNxC7OtjGt',216,107,,,0.0,425139
729,729,6.9e+17,1/20/2016,"b'Praying for the family of the young Ben Carson volunteer, Braden Joplin, who was killed in a tragic car crash in IA. A life taken too soon.'",704,249,,,-0.2833333333333333,425139
730,730,6.9e+17,1/20/2016,b'Number of Christian martyrs has tripled in 2 years. We must fight Islamic terror and defend religious freedom. https://t.co/WabQYFY4zq',175,98,,,0.0,425139
731,731,6.9e+17,1/19/2016,b'We can\xe2\x80\x99t afford to have another president who doesn\xe2\x80\x99t believe in or understand American leadership. https://t.co/ZqSWOve6Le',278,110,,,0.0,423941
732,732,6.9e+17,1/19/2016,"b'Disrupting the status quo to put kids, not unions, 1st requires radical education reform. My convo with @marykissel https://t.co/0LT2uV0TYz'",65,35,,,0.0,423941
733,733,6.9e+17,1/19/2016,"b'Welcome to the team, @GaryLambertNH! Honored to have your support &amp; grateful for your service. https://t.co/cGlpiGdqeR'",65,33,,,0.0,423941
734,734,6.9e+17,1/19/2016,"b'RT @BulldogsforJeb: With only 13 days left until the #iacaucus, the other student organizations are nowhere to be found! \n#AllInForJeb http\xe2\x80\xa6'",0,36,,,-0.04166666666666666,423941
735,735,6.9e+17,1/19/2016,"b'As Commander-in-Chief, I\xe2\x80\x99ll make sure our military has the resources they need to keep us safe. https://t.co/pRMHwLflGt'",250,226,,,0.3,423941
736,736,6.9e+17,1/19/2016,b'RT @CFR_org: Starting NOW: @JebBush discusses foreign policy at CFR. Watch LIVE: https://t.co/pdkK9ZZ2XW #CFRLive https://t.co/RSgI7b45Lf',0,36,,,0.003787878787878785,423941
737,737,6.9e+17,1/19/2016,"b'After Iran released US hostages, troubled by reports its militias in Iraq kidnapped others. I\xe2\x80\x99ll stand up to Tehran. https://t.co/EuOtELwjBj'",45,30,,,-0.5,423941
738,738,6.9e+17,1/19/2016,"b""The Obama-Clinton-Kerry team's stance towards Israel has been a disgrace. I\xe2\x80\x99ll rebuild this crucial alliance.\nhttps://t.co/EZj5G2qbwK""",119,56,,,0.0,423941
739,739,6.9e+17,1/19/2016,"b'While @POTUS &amp; @HillaryClinton ignore threat of ISIS, I have a strategy to defeat radical Islamic terrorism: https://t.co/7fYxrhrM3K'",90,48,,,0.0,423941
740,740,6.89e+17,1/19/2016,"b'Iranian aggression threatens US, Israel &amp; our Mid-East partners. We need a comprehensive strategy to confront Iran. https://t.co/w1MP8apXKk'",62,30,,,0.0,423941
741,741,6.89e+17,1/19/2016,b'.@LindseyGrahamSC was on @foxnewsradio this morning to talk about why he joined our team. Watch:\nhttps://t.co/GJIrfMaH6d',75,31,,,0.0,423941
742,742,6.89e+17,1/19/2016,b'I\xe2\x80\x99ll be at @CFR_org today talking foreign policy &amp; how to win the fight against ISIS. Watch live at 2:15 pm ET: https://t.co/xwo3JYjYtR',38,31,,,0.27045454545454545,423941
743,743,6.89e+17,1/19/2016,"b'In these serious times, our troops need to be certain that their Commander-in-Chief has their back. I will.\nhttps://t.co/FMe0ENo3xu'",121,47,,,-0.03968253968253968,423941
744,744,6.89e+17,1/19/2016,"b'We can give more kids a better shot in life if we stop @HillaryClinton &amp; her staunch supporters, the teachers unions https://t.co/q7EYbm2u1S'",91,38,,,0.5,423941
745,745,6.89e+17,1/19/2016,"b'Without a quality education, there is no equality of opportunity. We need more choice and accountability.\nhttps://t.co/r6MJsV4A0V'",140,63,,,0.5,423941
746,746,6.89e+17,1/19/2016,"b'Working hard to build our New Jersey delegate slate, good to meet many of them tonight!'",88,35,,,0.2611742424242424,423941
747,747,6.89e+17,1/19/2016,b'Nearly a million students are on charter school waitlists. @HillaryClinton would close their door to opportunity. https://t.co/q7EYbm2u1S',92,46,,,0.0,423941
748,748,6.89e+17,1/18/2016,b'We need a president who will stand up for students. We know where @HillaryClinton stands \xe2\x80\x94 with the teachers unions. https://t.co/q7EYbm2u1S',107,39,,,0.0,423080
749,749,6.89e+17,1/18/2016,"b'""Republicans have an opportunity to chart a different path, but most have failed to step up. Today, Jeb Bush will."" https://t.co/ZZAfrkoTCC'",94,44,,,0.0,423080
750,750,6.89e+17,1/18/2016,b'Proud to announce our African-American Steering Committee that will promote our message of expanding opportunity: https://t.co/zqr5cXgIlR',96,44,,,0.0,423080
751,751,6.89e+17,1/18/2016,b'Here\xe2\x80\x99s what I will do as president to drive down college costs &amp; restructure our higher education system: https://t.co/UBeFZL6YTl',84,46,,,0.047222222222222214,423080
752,752,6.89e+17,1/18/2016,b'.@realDonaldTrump\xe2\x80\x99s proposals aren\xe2\x80\x99t conservative. They\xe2\x80\x99re dangerous to our economic security. https://t.co/BCpcdRjuD1',105,67,,,-0.2,423080
753,753,6.89e+17,1/18/2016,"b'No student should be trapped in a failing school. Every American deserves a great education by choice, not zip code.\nhttps://t.co/wRtb9kLXeD'",177,92,,,0.20000000000000004,423080
754,754,6.89e+17,1/18/2016,b'Thanks @MimiWaltersCA for visiting our Nevada team &amp; helping out at caucus training! Appreciate your support. https://t.co/Kds9GxZfn2',65,23,,,0.0,423080
755,755,6.89e+17,1/18/2016,b'4 steps to conservative education reform: \n\n\xe2\x9c\x94 Expand school choice\n\xe2\x9c\x94 Improve transparency\n\xe2\x9c\x94 Empower states\n\xe2\x9c\x94 Reward good teachers',201,90,,,0.7,423080
756,756,6.89e+17,1/18/2016,b'NEW VIDEO: Ensuring every child has access to a quality education is the great civil rights challenge of our time.\nhttps://t.co/v7CrBH18yl',109,63,,,0.8,423080
757,757,6.89e+17,1/18/2016,b'Our failing education system is threatening the American dream. My plan to ensure every child has the right to rise: https://t.co/qvcGVlBi2B',117,50,,,0.14285714285714285,423080
758,758,6.89e+17,1/18/2016,b'Our nation forever changed for the better b/c Dr. Martin Luther King Jr. stood up for freedom &amp; opportunity for all. https://t.co/c1J2k3WE10',345,180,,,0.5,423080
759,759,6.89e+17,1/18/2016,b'Fact: @HillaryClinton and @realDonaldTrump have had the same views on ISIS. #DemDebate https://t.co/fj1JVPpS9p',207,125,,,0.0,423080
760,760,6.89e+17,1/18/2016,"b""Most passionate moments of #DemDebate are always about who will ban more guns &amp; who will give the gov't more control over your health care.""",318,194,,,0.31666666666666665,423080
761,761,6.89e+17,1/18/2016,b'My record: 1.3 million new jobs. $19 billion in tax cuts. 8 balanced budgets. #DemDebate\n\n@HillaryClinton\xe2\x80\x99s record: https://t.co/0qjgw4UVzN',219,105,,,0.13636363636363635,423080
762,762,6.89e+17,1/18/2016,b'Berniecare vs Hillarycare is a debate without a difference. They\xe2\x80\x99ll both double-down on government controlled health care. #DemDebate',227,122,,,0.0,423080
763,763,6.89e+17,1/18/2016,b'This is how @HillaryClinton would spend her first 100 days as president. #DemDebate https://t.co/dGW8rgpZ2W',339,163,,,0.25,423080
764,764,6.89e+17,1/18/2016,b'RETWEET if you agree: We can\xe2\x80\x99t afford 4 more years of @HillaryClinton\xe2\x80\x99s failed liberal agenda. #DemDebate\nhttps://t.co/SMRMYQt4Vs',153,151,,,0.0,423080
765,765,6.89e+17,1/18/2016,b'Will @HillaryClinton still insist we\xe2\x80\x99re \xe2\x80\x9cwhere we need to be\xe2\x80\x9d in the fight against ISIS at tonight\xe2\x80\x99s #DemDebate?\nhttps://t.co/M1j336EVuA',80,63,,,0.0,423080
766,766,6.89e+17,1/17/2016,b'VOTE before tonight\xe2\x80\x99s #DemDebate: Would @HillaryClinton be President Obama\xe2\x80\x99s 3rd term or even worse?',75,77,,,-0.2,422132
767,767,6.89e+17,1/17/2016,b'.@HillaryClinton would force a liberal agenda at the expense of religious freedom. I\xe2\x80\x99ll protect this sacred right.\nhttps://t.co/fX1AIYufVx',124,48,,,0.0,422132
768,768,6.89e+17,1/17/2016,b'Here\xe2\x80\x99s why @LindseyGrahamSC joined our team following last week\xe2\x80\x99s debate: https://t.co/5sKigeKgPR',104,54,,,0.0,422132
769,769,6.89e+17,1/17/2016,"b'Thanks to the First-in-the-Nation voters who joined us at our town halls in Hollis, Amherst &amp; Hampstead this wknd! https://t.co/H2klfODhdU'",103,43,,,0.0,422132
770,770,6.89e+17,1/17/2016,"b'Today we mark National Sanctity of Human Life Day as declared by Ronald Reagan. As president, I\xe2\x80\x99ll stand up for life and the unborn.'",233,90,,,0.0,422132
771,771,6.89e+17,1/17/2016,"b'.@realDonaldTrump claims to be a conservative, but none of his actions align with conservative values. Watch:\nhttps://t.co/Mlxxq4KZcx'",153,74,,,0.0,422132
772,772,6.89e+17,1/17/2016,b'Gave a pep talk &amp; took some team photos before the big Hollis-Brookline vs Hampstead game today! https://t.co/bYYrkBMP0V',152,50,,,-0.2,422132
773,773,6.89e+17,1/16/2016,b'Got in a snowball fight today at St. Anselm\xe2\x80\x99s in New Hampshire. Find me on Snapchat to watch: jebbush https://t.co/gAaZdSpHIt',169,48,,,0.13636363636363635,421460
774,774,6.88e+17,1/16/2016,b'Character matters. Is this the kind of person you want as President of the United States?\nhttps://t.co/pqIYnMbqhB',346,163,,,0.6,421460
775,775,6.88e+17,1/16/2016,b'Prayers answered as American hostages coming home. Await more details on swap. They never should have been held at all.',270,72,,,0.25,421460
776,776,6.88e+17,1/16/2016,"b'.@POTUS marks Nat\xe2\x80\x99l Religious Freedom Day on the calendar, but he\xe2\x80\x99s been hostile to our 1st freedom at every turn: https://t.co/SgzOBaUe7F'",103,38,,,0.0,421460
777,777,6.88e+17,1/16/2016,"b'As president, I\xe2\x80\x99ll always defend our 1st freedom. Watch our new video in honor of National Religious Freedom Day:\nhttps://t.co/nQfFjgkCJF'",135,70,,,0.06818181818181818,421460
778,778,6.88e+17,1/15/2016,"b'RT @chelsiphenry: Last evening, I chatted w/ @LindseyGrahamSC. He is endorsing the most qualified person in the race, @JebBush! #2016 https\xe2\x80\xa6'",0,50,,,0.25,420637
779,779,6.88e+17,1/15/2016,b'RT if you agree: @HillaryClinton would spend her first 100 days going from the White House to the courthouse.\nhttps://t.co/0heweSSJ1u',211,157,,,0.125,420637
780,780,6.88e+17,1/15/2016,b'Ready for another swing through the Granite State! Join us: https://t.co/1u5sOtccwD\nhttps://t.co/xfVvhjFsxq',81,34,,,0.0,420637
781,781,6.88e+17,1/15/2016,b'Religious liberty must be respected &amp; protected. Read my new @NRO op-ed on how I\xe2\x80\x99ll stand up for our 1st freedom: https://t.co/Xna6paPhnU',82,38,,,0.13636363636363635,420637
782,782,6.88e+17,1/15/2016,b'NEW VIDEO: Tomorrow we honor National Religious Freedom Day. I\xe2\x80\x99ll fight every day to protect this sacred right.\nhttps://t.co/rZPdhiMAF6',97,45,,,0.0,420637
783,783,6.88e+17,1/15/2016,b'Great night in the Palmetto State for the #GOPDebate. Watch a recap of the highlights:\nhttps://t.co/i4dwWxMl8X',65,28,,,0.0,420637
784,784,6.88e+17,1/15/2016,b'Here\xe2\x80\x99s my pledge: I will campaign with heart and conviction about the need to protect our national security and restore American leadership.',219,83,,,0.0,420637
785,785,6.88e+17,1/15/2016,b'I\xe2\x80\x99m not a cut and run politician. Leadership requires moving towards the problem rather than moving away from it.\nhttps://t.co/ZmFtucZeVc',131,63,,,0.0,420637
786,786,6.88e+17,1/15/2016,"b'Praying for the 12 Marines missing off Hawaii. At home or overseas, they do a dangerous job with great courage. https://t.co/O6pQf1MlUm'",156,84,,,0.0,420637
787,787,6.88e+17,1/15/2016,b'WATCH: \xe2\x80\x9cJeb is going to be a nominee that can win an election that as a party we can\xe2\x80\x99t afford to lose\xe2\x80\x9d - @GrahamBlog\nhttps://t.co/qOAQNcdJwD',201,110,,,0.8,420637
788,788,6.88e+17,1/15/2016,"b""Proud to have @GrahamBlog's support. Help us build on our momentum by joining us today: https://t.co/hrDWteCQjd""",110,62,,,0.0,420637
789,789,6.88e+17,1/15/2016,b'RT @LindseyGrahamSC: I\xe2\x80\x99m endorsing @JebBush for President this morning. He\xe2\x80\x99s prepared to be Commander in Chief on Day 1. WATCH: https://t.c\xe2\x80\xa6',0,248,,,0.0,420637
790,790,6.88e+17,1/15/2016,b'Special announcement happening now from South Carolina with my friend @GrahamBlog! Watch live here: https://t.co/6BaAz4tRo8',60,30,,,0.13636363636363635,420637
791,791,6.88e+17,1/15/2016,b'Honored to have @GrahamBlog on our team. A proven leader with a clear understanding of the national security threats we face.',141,84,,,0.10000000000000002,420637
792,792,6.88e+17,1/15/2016,"b'RT @foxandfriends: ""My record is an open book, [Hillary\'s] is one where we have to get it pried out by an FBI investigation."" -@JebBush\nhtt\xe2\x80\xa6'",0,108,,,0.0,420637
793,793,6.88e+17,1/15/2016,"b'RT @foxandfriends: ""Is that how you lead the free world? And the answer is no."" @JebBush on Trump making divisive statements\nhttps://t.co/P\xe2\x80\xa6'",0,74,,,0.4,420637
794,794,6.88e+17,1/15/2016,b'My record is an open book. @HillaryClinton\xe2\x80\x99s record needs to be pried out by an FBI investigation.\nhttps://t.co/5VcgtBddYm',127,57,,,0.0,420637
795,795,6.88e+17,1/15/2016,"b'NEW VIDEO: Together, we can build a safer and stronger America. #GOPDebate\nhttps://t.co/lBTdEvHEH8'",103,63,,,0.0,420637
796,796,6.88e+17,1/15/2016,"b'You can count on Jeb to keep us safer, stronger and freer. Join us \xe2\x86\x92 https://t.co/LcE1kpwahf\nhttps://t.co/nCR0gxLb9J'",165,60,,,0.0,420637
797,797,6.88e+17,1/15/2016,b'Fighting between backbench senators explains why people are frustrated with Washington. #GOPDebate\nhttps://t.co/cSO2FQfI62',143,67,,,-0.7,420637
798,798,6.88e+17,1/15/2016,"b""We need leadership, someone with a backbone. We don't need backbench senators arguing over amendments that never passed. #GOPDebate""",212,86,,,0.0,420637
799,799,6.88e+17,1/15/2016,"b'""We need a president who will fix our immigration laws &amp; stick with it - not bend with the wind."" - Jeb #GOPDebate'",172,66,,,0.0,420637
800,800,6.88e+17,1/15/2016,"b""Chip in $1 to stand with Jeb while he's on stage. #GOPDebate https://t.co/IKQxXug0Zp""",47,24,,,0.0,420637
801,801,6.88e+17,1/15/2016,b'Jeb\xe2\x80\x99s tax plan:\n\xe2\x9c\x94 $2k tax cut for middle-class\n\xe2\x9c\x94 Eliminate loopholes\n\xe2\x9c\x94 3 Tax Brackets\n\xe2\x9c\x94 Simplify tax code\n#GOPDebate',209,95,,,0.0,420637
802,802,6.88e+17,1/15/2016,b'We need someone with a steady hand to be President of the United States. #GOPDebate\nhttps://t.co/7b7bEDo99s',142,48,,,0.16666666666666666,420637
803,803,6.88e+17,1/15/2016,"b'Ban all Muslims? Seriously, @realDonaldTrump? #GOPDebate\nhttps://t.co/X4FVoc8NZi'",355,182,,,-0.3333333333333333,420637
804,804,6.88e+17,1/15/2016,"b'Jeb was the first candidate to put forward a comprehensive, serious strategy to destroy ISIS. #GOPDebate https://t.co/TRNJvXSzhy'",191,97,,,-0.09444444444444444,420637
805,805,6.88e+17,1/15/2016,"b'Jeb to Donald: ""Every time we send signals like this we send signals of weakness not strength."" #GOPDebate'",191,72,,,0.0,420637
806,806,6.88e+17,1/15/2016,"b'Yes, you are unhinged, @realDonaldTrump. #GOPDebate'",378,206,,,0.0,420637
807,807,6.88e+17,1/15/2016,"b'As president, Jeb will stand with Israel. #GOPDebate https://t.co/KvPUQYpSgU'",206,75,,,0.0,420637
808,808,6.88e+17,1/15/2016,b'Our planes are older than our pilots. Jeb will rebuild our military for the 21st Century. #GOPDebate https://t.co/oSvpbxGV4g',260,110,,,0.022222222222222216,420637
809,809,6.88e+17,1/15/2016,b'Jeb has the strongest record of defending the 2nd Amendment out of anyone on stage at #GOPDebate. See for yourself: https://t.co/mWCVBgX9rx',149,68,,,0.0,420637
810,810,6.88e+17,1/15/2016,"b'""The 1st impulse of Barack Obama &amp; @HillaryClinton is to take rights away from law-abiding citizens."" - Jeb #GOPDebate'",141,81,,,0.0,420637
