,Unnamed: 0,id,date,text,favorites,retweets,reply_count,quote_count,sentiment_polarity,follower_count
515,515,6.95e+17,2/5/2016,b'An overflowing crowd tonight in Derry. https://t.co/MzSrthAP6F',196,67,,,0.0,446320
516,516,6.95e+17,2/5/2016,b'Great day in the Granite State. Join me tomorrow in Concord for another town hall: https://t.co/GBTiQU2mKR https://t.co/P5LiLssLa0',111,38,,,0.0,446320
517,517,6.95e+17,2/5/2016,b'Full house tonight in Derry! Thank you to all those who came out. https://t.co/j4ElxhupAc',185,52,,,0.0,446320
518,518,6.95e+17,2/4/2016,b'Tune into @CBSThisMorning tomorrow to see my interview with Mom &amp; @NorahODonnell https://t.co/taxd4GunBM',164,72,,,0.0,445092
519,519,6.95e+17,2/4/2016,"b""I will restore America's legacy as the world\xe2\x80\x99s leading economic &amp; military power \xe2\x80\x93 an obligation @POTUS has ignored. https://t.co/OuBMal8EYN""",354,106,,,0.05,445092
520,520,6.95e+17,2/4/2016,"b'Four legends #AllInForJeb. Hook, line and sinker: https://t.co/dUeAZZyRyI'",82,35,,,0.0,445092
521,521,6.95e+17,2/4/2016,b'Join me \xe2\x80\x94 and a very special guest \xe2\x80\x94 tonight for our Derry town hall: https://t.co/Ge9StbsNkk https://t.co/G4Du6uzcuN',243,68,,,0.4642857142857143,445092
522,522,6.95e+17,2/4/2016,b'NEW TV AD: I have the steady hand needed to be a Commander-in-Chief you would be proud of.\nhttps://t.co/u5nP6Lo4Cr',142,65,,,0.4833333333333333,445092
523,523,6.95e+17,2/4/2016,"b'The nation needs a tax system that is simpler, fairer &amp; can jumpstart economic growth.\n\nMy plan for reform &amp; growth: https://t.co/nuNzEsXutj'",88,37,,,0.2,445092
524,524,6.95e+17,2/4/2016,"b""Lunch at the Tilt'n Diner, grabbed a seat at the bar next to Pat from Northfield https://t.co/Oh8MSfbGzC""",188,44,,,0.0,445092
525,525,6.95e+17,2/4/2016,b'Only one candidate lands the big fish. Proud to have these legendary conservationists on the team: https://t.co/RKDxmwJmkA',87,35,,,0.6,445092
526,526,6.95e+17,2/4/2016,"b'Thank you, @ConwayDailySun. I will work hard to win New Hampshire with your support: https://t.co/cejeqJfiFv https://t.co/To4QtCPMUN'",141,71,,,0.2148989898989899,445092
527,527,6.95e+17,2/4/2016,b'Mom\xe2\x80\x99s joining me on the trail in New Hampshire today. Add us on Snapchat to follow along \xe2\x86\x92 https://t.co/cC0eGNA3Us',110,40,,,0.13636363636363635,445092
528,528,6.95e+17,2/4/2016,"b'ISIS now 2x more powerful in Libya than Admin estimate \xe2\x80\x94 no, @HillaryClinton, Libya was NOT smart power at its best. https://t.co/DDDQNKJa2T'",87,53,,,0.42321428571428577,445092
529,529,6.95e+17,2/4/2016,b'NEW TV AD: Do you want a president who has a backbone? Or do you want a president who makes it all about them?\nhttps://t.co/dNbXjsOtuw',236,101,,,0.0,445092
530,530,6.95e+17,2/3/2016,"b'After 8 years of an inexperienced leader, it\xe2\x80\x99s time for a president with a proven &amp; consistent record.\nhttps://t.co/LOa6eWiBjy'",280,95,,,0.075,442872
531,531,6.95e+17,2/3/2016,"b'Restoring the right to rise in America requires accelerating growth, and that can\xe2\x80\x99t be done without real tax reform.\nhttps://t.co/1THpbUaxzp'",129,57,,,0.24285714285714285,442872
532,532,6.95e+17,2/3/2016,b'Up next with @jaketapper on CNN \xe2\x9b\x88 https://t.co/RwS3f5x5EK',134,37,,,0.0,442872
533,533,6.95e+17,2/3/2016,"b""RT @harris2weeter: Dang that's a good ad. I'm calling it, #allinforjeb @JebBush is a positive candidate with solid ideas.  https://t.co/Wmc\xe2\x80\xa6""",0,34,,,0.3090909090909091,442872
534,534,6.95e+17,2/3/2016,b'Jeb supporters come in all ages. Get your Jeb onesie today: https://t.co/T5bIDHUhb6 https://t.co/EoEkmnizM8',278,141,,,0.0,442872
535,535,6.95e+17,2/3/2016,b'RT @TeamJebBush: NEW POLL from @HarperPolling shows @JebBush in 2nd place in New Hampshire &gt;&gt; https://t.co/9PH0Ld3Y8Z #AllInForJeb https://\xe2\x80\xa6',0,95,,,0.0909090909090909,442872
536,536,6.95e+17,2/3/2016,"b'My plan for reform and growth will create 19 million new jobs. \n\nI can do it, because I did it in Florida. https://t.co/iQAoZQqtCH'",271,91,,,0.13636363636363635,442872
537,537,6.95e+17,2/3/2016,b'Our message should be one of optimism \xe2\x80\x94 to give Americans the opportunity to pursue their dreams with a vengeance. https://t.co/jJTvARPT1p',114,48,,,0.0,442872
538,538,6.95e+17,2/3/2016,b'Turn off Trump. https://t.co/jJTvAS7upZ https://t.co/skGcz1eozJ',278,125,,,0.0,442872
539,539,6.95e+17,2/3/2016,b'I\xe2\x80\x99ll be making stops across New Hampshire this week. RSVP to a town hall near you. https://t.co/A7PhXTOLJv',64,29,,,0.11818181818181818,442872
540,540,6.95e+17,2/3/2016,"b""America's words must be backed up by action. Allies must trust us and enemies fear us. Obama/Kerry don't get it. https://t.co/t7y6SHRi16""",78,49,,,0.1,442872
541,541,6.95e+17,2/3/2016,"b'Enough with playground pranks and disparaging Americans, @realDonaldTrump. We need a real leader: https://t.co/jJTvARPT1p'",275,128,,,0.2,442872
542,542,6.95e+17,2/2/2016,b'My sister Doro spent yesterday campaigning \xe2\x80\x94 and taking selfies \xe2\x80\x94 with our South Carolina volunteers. https://t.co/4jjug92rQ7',349,75,,,-0.1,441723
543,543,6.95e+17,2/2/2016,b'Obama &amp; Clinton should stop being dishonest &amp; admit their incrementalist ISIS strategy is failing. https://t.co/5ou5ChaUXX',116,46,,,-0.3,441723
544,544,6.95e+17,2/2/2016,b'@grantbosse @MollyLineFNC great stop. @nhkillion went all-in and got a cinnamon sugar donut',18,8,,,0.8,441723
545,545,6.95e+17,2/2/2016,"b""Caught up with @MollyLineFNC at Lindy's in Keene. https://t.co/8iMscSPJ60""",65,26,,,0.0,441723
546,546,6.95e+17,2/2/2016,"b'US debt hits $19 trillion, nearly half under @POTUS\xe2\x80\x99 failed leadership.\n\nMy plan for sustained 4% economic growth \xe2\x86\x92 https://t.co/xnikBltP7H'",121,72,,,-0.15555555555555553,441723
547,547,6.95e+17,2/2/2016,"b'Great questions from the crowd at our Rindge town hall this morning! Thanks for hosting, @FPUniversity. https://t.co/msyLV01bkU'",91,42,,,0.2,441723
548,548,6.95e+17,2/2/2016,"b'As ISIS terror threat grows, Secretary of State\xe2\x80\x99s words are hollow without credible US leadership &amp; action: https://t.co/iTFW53hzTU'",77,41,,,0.13333333333333333,441723
549,549,6.95e+17,2/2/2016,"b"".@POTUS doesn't believe US leadership in the world is a force for good. Because of that, we suffered as a nation.\nhttps://t.co/qrZaCzxZ6Z""",139,57,,,0.7,441723
550,550,6.95e+17,2/2/2016,"b'As governor, I cut taxes every single year. My plan for 4% growth:\nhttps://t.co/AxebzJYU2N'",152,60,,,-0.07142857142857142,441723
551,551,6.95e+17,2/2/2016,"b'Dropped by the Red Arrow in Milford, NH. Their fresh blueberry muffins look too good to pass up. https://t.co/GQyqAgecZs'",356,110,,,0.3333333333333333,441723
552,552,6.95e+17,2/2/2016,"b""Up next on @foxandfriends from St. Anselm's in NH. Tune in ! https://t.co/WAxZpNUwel""",137,42,,,0.0,441723
553,553,6.94e+17,2/2/2016,b'Great night in Manchester. A big thanks to all those who came out. https://t.co/XY5guIzC4H',271,93,,,0.1,441723
554,554,6.94e+17,2/2/2016,b'It\xe2\x80\x99s time for us to recognize that America needs someone who can lead \xe2\x80\x94 someone with a proven record.\nhttps://t.co/Hq1bgOPaQt',243,102,,,0.0,441723
555,555,6.94e+17,2/2/2016,b'Honored to have these Generals on the team. Thank you all for your service. https://t.co/dNhmOMAy3U',229,70,,,0.0,441723
556,556,6.94e+17,2/1/2016,b'Our Iowa HQ is ready for tonight!\n\nFind your caucus location now \xe2\x86\x92 https://t.co/zbBmWRynnp https://t.co/0OGatVq74g',150,59,,,0.2,440002
557,557,6.94e+17,2/1/2016,b'Join us tonight in Manchester for the first of our New Hampshire swing. https://t.co/YxKY785O6r',61,31,,,0.19318181818181815,440002
558,558,6.94e+17,2/1/2016,b'Thank you to Governor @TerryBranstad for the warm welcome this afternoon at our Des Moines town hall.\nhttps://t.co/LR4ZiqleZT',110,57,,,0.7,440002
559,559,6.94e+17,2/1/2016,b'Chip in $1 now to stand with Jeb during the Caucus tonight. https://t.co/zDVe2Ifn3W',41,24,,,0.0,440002
560,560,6.94e+17,2/1/2016,b'Yet more details about how @HillaryClinton put her political security ahead of national security: https://t.co/RI2egjVgqU',90,67,,,0.25,440002
561,561,6.94e+17,2/1/2016,"b'Welcome to the team, Denver! https://t.co/BMbQRmUcJZ'",76,27,,,0.0,440002
562,562,6.94e+17,2/1/2016,b'It\xe2\x80\x99s Caucus Day and these students are #AllInForJeb!\n\nFind your caucus location \xe2\x86\x92 https://t.co/zbBmWRynnp\nhttps://t.co/07GM86NKCP',118,61,,,0.0,440002
563,563,6.94e+17,2/1/2016,"b'All candidates can talk, but Jeb has delivered.\nhttps://t.co/WnDsOWl0td'",143,79,,,0.0,440002
564,564,6.94e+17,2/1/2016,b'.@realDonaldTrump is not a serious candidate. We\xe2\x80\x99re living in serious times &amp; need a real Commander-in-Chief.\nhttps://t.co/20ZY1mmYI0',270,126,,,0.011111111111111118,440002
565,565,6.94e+17,2/1/2016,"b""Grateful for the support of Des Moines' Coach Liang Chow \xe2\x80\x94 the man who trained US Olympic gymnasts for 25 years.\nhttps://t.co/6K4HIMQKjN""",168,63,,,0.0,440002
566,566,6.94e+17,1/31/2016,b'RT @EliRodriguez33: #allin4jeb https://t.co/JPkyCEbIPu',0,41,,,0.0,438962
567,567,6.94e+17,1/31/2016,b'1 more day until the Iowa Caucus and we have all hands \xe2\x80\x94 and paws \xe2\x80\x94 on deck. https://t.co/aCsSUdcisG',923,450,,,0.5,438962
568,568,6.94e+17,1/31/2016,"b'Today, over 300,000 Florida students are in #schoolchoice programs because we took on the teachers unions &amp; won.\nhttps://t.co/vFoA0oIlh1'",162,83,,,0.0,438962
569,569,6.94e+17,1/31/2016,"b'When @ChrisChristie &amp; @JohnKasich were expanding Medicaid, I fought alongside the FL House to prevent expansion.\nhttps://t.co/S2cNJNQFfA'",119,81,,,0.0,438962
570,570,6.94e+17,1/31/2016,b'RT @AaronHenricks: Knocking doors for @JebBush in NH. #allinforjeb #lit https://t.co/t36yIQma36',0,52,,,0.0,438962
571,571,6.94e+17,1/31/2016,b'Proud to have the support of 15 former governors who value proven executive experience. Welcome to the team. https://t.co/y6bPDOY1Bf',210,84,,,0.4,438962
572,572,6.94e+17,1/31/2016,b'Definitely won\xe2\x80\x99t find anything cuter to show off our Jeb gear. https://t.co/g6AJvzWAds',268,50,,,0.0,438962
573,573,6.94e+17,1/31/2016,b'Had the chance to share lessons I\xe2\x80\x99ve learned about drug addiction with my beloved daughter there with me.\nhttps://t.co/Z8q7y4vtiU',187,75,,,0.7,438962
574,574,6.94e+17,1/31/2016,b'2 more days to go &amp; our volunteers aren\xe2\x80\x99t stopping until every door is knocked and every yard sign finds a home. https://t.co/s5fjOLu7R0',380,100,,,0.5,438962
575,575,6.94e+17,1/30/2016,b'Everyone can make a difference in the lives of their loved ones and deserves to be treated with dignity and respect.\nhttps://t.co/4oLioLYhTl',173,90,,,0.7,437903
576,576,6.94e+17,1/30/2016,"b""22 and a half years never missing a vote. @ChuckGrassley is an inspiration. He's what public service should be about https://t.co/kDHJBa9vpk""",199,72,,,-0.022222222222222216,437903
577,577,6.94e+17,1/30/2016,b'Honored to have Colonel Leo Thorsness on the road with me in Iowa. Fueling up on Red Bulls before next town hall. https://t.co/n0oLSwG1Rz',168,56,,,0.0,437903
578,578,6.94e+17,1/30/2016,b'2 days until the Iowa Caucus!\n\nFind your caucus location \xe2\x86\x92 https://t.co/w9ViiOOmeE\nCommit to caucus \xe2\x86\x92 https://t.co/RlKwYkg9bF',65,27,,,0.0,437903
579,579,6.94e+17,1/30/2016,b'Follow me on Snapchat in just one click: https://t.co/cC0eGNA3Us https://t.co/v7cOLhihc9',94,27,,,0.0,437903
580,580,6.94e+17,1/30/2016,b'Let\xe2\x80\x99s keep the momentum from Thursday night going. Chip in $1 now to show you\xe2\x80\x99re on the team! https://t.co/zDVe2Ifn3W',44,23,,,0.0,437903
581,581,6.93e+17,1/30/2016,"b'As president, I\xe2\x80\x99ll do everything in my power to support #schoolchoice &amp; give every child a quality education: https://t.co/KuSvZxy4Zl'",164,63,,,0.0,437903
582,582,6.93e+17,1/30/2016,b'At town halls I meet veterans frustrated w/ the VA. My priority is to be a President who takes care of our veterans.\nhttps://t.co/g3nmdf5plb',194,75,,,-0.7,437903
583,583,6.93e+17,1/30/2016,b'RT @GeorgeHWBush: Moving return to Langley and Memorial Wall today. The stars represent @CIA agents whose heroism is unknown to most. https\xe2\x80\xa6',0,1403,,,0.2,437903
584,584,6.93e+17,1/30/2016,b'Wishing @SpeakerRyan a very happy birthday. Our party is lucky to have you as a leader. https://t.co/3y5CRHzSZQ',393,96,,,0.6666666666666666,437903
585,585,6.93e+17,1/29/2016,b'We have a golden opportunity right now to transform our country &amp; @realDonaldTrump isn\xe2\x80\x99t the guy to make it happen.\nhttps://t.co/aX0evAu8Mv',229,111,,,0.2928571428571428,436483
586,586,6.93e+17,1/29/2016,b'The results from last night\xe2\x80\x99s debate are in and we won. Now we need you. Join Team Jeb today! https://t.co/chD5NG1mSi',134,49,,,0.0,436483
587,587,6.93e+17,1/29/2016,"b""We need a President who can be trusted to keep our secrets secret. Obviously that's not @HillaryClinton. https://t.co/d7WDroos4s""",333,188,,,-0.2,436483
588,588,6.93e+17,1/29/2016,"b'With my leadership and plan to defeat ISIS, we will take on terror and we will win.\nhttps://t.co/SwSvQVZVpI'",111,42,,,0.0,436483
589,589,6.93e+17,1/29/2016,"b'Trump\xe2\x80\x99s \xe2\x80\x9crecord,"" or lack thereof, proves he is more of a pro-Clinton Democrat than a Reagan Republican @ReaganWorld https://t.co/FnwiftvsXp'",148,85,,,0.4,436483
590,590,6.93e+17,1/29/2016,b'ICYMI: We must honor those who protected us. I will make sure all veterans have access to care &amp; reform the VA.\nhttps://t.co/7VmhVDZqfJ',108,46,,,0.5,436483
591,591,6.93e+17,1/29/2016,"b'.@POTUS may be satisfied with 0.7% growth, but with the right leadership, I know we can achieve 4% economic growth: https://t.co/epXIQLZWfU'",97,52,,,0.32857142857142857,436483
592,592,6.93e+17,1/29/2016,b'We won last night\xe2\x80\x99s debate. Celebrate this win with everything 10% off storewide! https://t.co/tWKeNvF6bx',110,44,,,0.4,436483
593,593,6.93e+17,1/29/2016,b'.@MarcoRubio cut and ran on his policy stances when his position became politically unpopular.\nhttps://t.co/hWvGO5Q77X',79,45,,,0.0,436483
594,594,6.93e+17,1/29/2016,"b'I warned of this 6 months ago at Reagan Library: \xe2\x80\x9cNYT: More is needed to beat ISIS, US Military concludes.\xe2\x80\x9d https://t.co/nc8PcYsJY0'",82,36,,,0.2,436483
595,595,6.93e+17,1/29/2016,b'NEW Fox News Debate Video: I will unify the Republican party &amp; defeat Hillary Clinton.\nhttps://t.co/6BCayodZ74',175,90,,,0.0,436483
596,596,6.93e+17,1/29/2016,b'I\xe2\x80\x99ve laid out the most detailed &amp; comprehensive set of policy plans. More than any other candidate \xe2\x80\x94 on either side. https://t.co/8JeBYrCFA9',111,70,,,0.31875,436483
597,597,6.93e+17,1/29/2016,b'Thanks for all the support tonight! I\xe2\x80\x99ll make you proud to be our party\xe2\x80\x99s nominee &amp; defeat @HillaryClinton. Join us: https://t.co/XaQGAp7dKt',351,105,,,0.8,436483
598,598,6.93e+17,1/29/2016,"b'RT @FoxNews: .@krauthammer: ""I think [@JebBush] might have had the best night of the group in this debate."" #GOPDebate #KellyFile https://t\xe2\x80\xa6'",0,279,,,1.0,436483
599,599,6.93e+17,1/29/2016,b'Jeb asked for your support. Join him: https://t.co/XaQGAp7dKt #GOPDebate',154,56,,,0.0,436483
600,600,6.93e+17,1/29/2016,"b'Jeb covered a lot tonight, click here to get all his detailed, conservative plans in one place: https://t.co/UWLdshDbJN #GOPDebate'",162,69,,,0.4,436483
601,601,6.93e+17,1/29/2016,"b""Disparaging women, Hispanics &amp; the disabled isn't a sign of strength. It's a sign of weakness, @realDonaldTrump. #GOPDebate""",674,326,,,-0.2,436483
602,602,6.93e+17,1/29/2016,"b""To defeat @HillaryClinton, we need a nominee with a proven record of accomplishment. That's Jeb. #GOPDebate\nhttps://t.co/haC8dwbHBf""",214,94,,,0.0,436483
603,603,6.93e+17,1/29/2016,"b""Jeb's fighting hard on stage tonight, chip in $1 to have his back. #GOPDebate https://t.co/kwYnqs0Tol""",99,39,,,-0.14583333333333334,436483
604,604,6.93e+17,1/29/2016,"b""Our nation is not based on race or ethnicity, it's based on shared values. #GOPDebate \xf0\x9f\x87\xba\xf0\x9f\x87\xb8\nhttps://t.co/z0hD2ollFx""",259,132,,,0.0,436483
605,605,6.93e+17,1/29/2016,"b""We're never going to get anything done in Washington if our leaders cut and run, @marcorubio. #GOPDebate\nhttps://t.co/lq4CwwdEs7""",201,100,,,0.0,436483
606,606,6.93e+17,1/29/2016,b'I cannot wait to put my record of accomplishment up against your failures in the general election. https://t.co/AX4GTba9Xh',542,256,,,0.05000000000000002,436483
607,607,6.93e+17,1/29/2016,"b""Jeb's response to @HillaryClinton summed up in one picture. #GOPDebate https://t.co/okczj5NVlh""",368,136,,,0.0,436483
608,608,6.93e+17,1/29/2016,"b'The 6 steps Jeb will take to fix our broken immigration system, starting with securing the border: https://t.co/ZPtSE7TP6D #GOPDebate'",128,84,,,-0.2,436483
609,609,6.93e+17,1/29/2016,"b""Watch Jeb's response on how he'll destroy ISIS. #GOPDebate\nhttps://t.co/4730oVi3cx""",175,87,,,-0.2,436483
610,610,6.93e+17,1/29/2016,"b""Jeb's tested &amp; transparent. To get @HillaryClinton's info you need a subpoena. #GOPDebate\nhttps://t.co/HYQx0RSvZF""",193,88,,,0.0,436483
611,611,6.93e+17,1/29/2016,b'The first duty of the next President of the United States is to fix the mess at the VA. #GOPDebate',271,113,,,0.025000000000000005,436483
612,612,6.93e+17,1/29/2016,b'Jeb was the first candidate to outline a comprehensive strategy to address radical Islamic terrorism: https://t.co/PgAQ1d1w1L #GOPDebate',159,77,,,0.25,436483
613,613,6.93e+17,1/29/2016,"b'.@tedcruz &amp; @marcorubio talk tough now, but where were they when they had the chance to act on Syria? #GOPDebate\nhttps://t.co/1OqvVEgeYg'",117,84,,,-0.3888888888888889,436483
614,614,6.93e+17,1/29/2016,b'Jeb has a clear strategy to defeat ISIS &amp; restore American leadership. #GOPDebate https://t.co/Up16MJte8A',157,96,,,0.05000000000000001,436483
615,615,6.93e+17,1/29/2016,"b""We need a leader who will fix things and has a proven record to do it. That's @JebBush. #GOPDebate""",144,79,,,0.0,436483
616,616,6.93e+17,1/29/2016,b'Team Jeb taking over! Follow along with us during the #GOPDebate \xe2\x86\x92 https://t.co/d4PJmGRLy0',116,46,,,0.0,436483
617,617,6.93e+17,1/29/2016,b'The best poster to see before tonight\xe2\x80\x99s #GOPDebate https://t.co/BhxFZVRJwG',366,162,,,1.0,436483
618,618,6.93e+17,1/29/2016,b'RT @coryfratus: Rooting for @JebBush tonight from #NH #FITN #ALLINFORJEB #foxnewsdebate #GOPDebate We Love You Jeb! https://t.co/UZvWf69rIO',0,31,,,0.5,436483
619,619,6.93e+17,1/29/2016,b'4 days until the Iowa Caucus &amp; we\xe2\x80\x99re so grateful to have @djscotter on our team. Thanks for all you do! https://t.co/U7tD1E7wdF',64,24,,,0.2,436483
620,620,6.93e+17,1/29/2016,b'Tonight is the last #GOPDebate before voting begins &amp; I\xe2\x80\x99m asking for your support. Chip in $1 to say you\xe2\x80\x99re with me. https://t.co/kwYnqsiufT',85,44,,,0.0,436483
621,621,6.93e+17,1/28/2016,"b'Three days. Ten events. Can\xe2\x80\x99t wait to talk with you, Iowa: https://t.co/ZK0UW4hqTN'",71,28,,,0.0,433788
622,622,6.93e+17,1/28/2016,"b'Before tonight\xe2\x80\x99s #GOPDebate, check out some of my pre-debate rituals: https://t.co/19bFZ3x9vz https://t.co/aRvp18N2Po'",365,131,,,0.0,433788
623,623,6.93e+17,1/28/2016,b'ISIS committed/inspired 70+ attacks in 17 countries on 5 continents since September 2014. We need a new strategy: https://t.co/PgAQ1cJUDb',94,65,,,0.13636363636363635,433788
624,624,6.93e+17,1/28/2016,b'Proud of the FL House of Representatives for giving more freedom to innovative companies like @Uber to create jobs in the Sunshine State.',164,85,,,0.5,433788
625,625,6.93e+17,1/28/2016,"b""Two new polls show we're 2nd or tied for 2nd in NH. Help us keep the momentum going. Chip in $1 now: https://t.co/2GjjQMLgvK""",91,49,,,0.04545454545454545,433788
626,626,6.93e+17,1/28/2016,b'@orangeknow thanks Alex!',9,3,,,0.2,433788
627,627,6.93e+17,1/28/2016,"b'RIP Barry Coates, a brave veteran who should still be with us today. Best way to honor him is to fix a broken VA: https://t.co/fDKePqilB0'",77,39,,,0.35,433788
628,628,6.93e+17,1/28/2016,b'So great meeting you all. Thanks for helping us win the @DrakeUniversity #iacaucus simulation last night! https://t.co/XG2wUKHNt7',65,30,,,0.45,433788
629,629,6.93e+17,1/28/2016,b'DC liberals may be content with the \xe2\x80\x9cnew normal\xe2\x80\x9d of 2% growth. I know we\xe2\x80\x99re capable of more: https://t.co/8BTCqMLr9f',64,35,,,0.35,433788
630,630,6.93e+17,1/28/2016,"b'The Commander-in-Chief must lead, not lecture. My plan to defeat ISIS: https://t.co/t2BzNZWjY9 https://t.co/EXjJrb1qrx'",123,58,,,0.0,433788
631,631,6.93e+17,1/28/2016,"b'Remembering the loss of #Challenger crew. \n\n""The future doesn\'t belong to the fainthearted; it belongs to the brave."" - President Reagan'",381,199,,,0.4,433788
632,632,6.93e+17,1/28/2016,b'I\xe2\x80\x99ll be talking with @seanhannity on @FoxNews tonight at 10 PM ET. Hope you\xe2\x80\x99ll tune in.',107,39,,,0.0,433788
633,633,6.93e+17,1/28/2016,"b'If @realDonaldTrump can\xe2\x80\x99t handle the @FoxNews debate, what else will he not be able to handle?'",388,427,,,0.5,433788
634,634,6.92e+17,1/27/2016,"b'71 years ago, Auschwitz was liberated. Today @ColumbaBush and I honor all victims &amp; survivors of the Holocaust. https://t.co/klJDUNdsSk'",463,149,,,0.0,432399
635,635,6.92e+17,1/27/2016,b'Poor Little Donald isn\xe2\x80\x99t getting his way. https://t.co/wQCSCtxbjF https://t.co/VYhMTKsfT1',392,200,,,-0.1875,432399
636,636,6.92e+17,1/27/2016,b'5 more days until the Iowa Caucus and the cold isn\xe2\x80\x99t stopping our hard working group of volunteers. https://t.co/X4YbYGNMmu',203,61,,,-0.13055555555555556,432399
637,637,6.92e+17,1/27/2016,b'I am proud &amp; honored to have the best grassroots team in Florida. Thank you for all your support: https://t.co/qXIl1R1t4n',125,44,,,0.9,432399
638,638,6.92e+17,1/27/2016,b'National @schoolchoicewk is more than a proclamation. This is about the great civil rights challenge of our time.\nhttps://t.co/hxNqYxafOt',85,60,,,0.65,432399
639,639,6.92e+17,1/27/2016,b'My plan for reform &amp; growth will lead to 19 million new jobs. We will compete with the world and we will win.\nhttps://t.co/xv1OXrxcfn',112,64,,,0.13636363636363635,432399
640,640,6.92e+17,1/27/2016,b'The Iranians know a mark when they see one. Want more concessions before Obama leaves office: https://t.co/BcftlQ2XR3',51,32,,,0.5,432399
641,641,6.92e+17,1/27/2016,b'The current tax code is a labyrinth with special interest giveaways &amp; breaks for DC insiders. My plan changes that: https://t.co/UK6OWwaVts',88,47,,,0.17857142857142858,432399
642,642,6.92e+17,1/27/2016,"b""NEW VIDEO: Granite Staters always let me know what's on their minds. Here are some of my favorite moments from Q&amp;A.\nhttps://t.co/GRXRB2yvb5""",126,60,,,0.5,432399
643,643,6.92e+17,1/27/2016,b'See if you can find the Easter egg in my Snapchat story today. https://t.co/cOMxiwn1za',213,83,,,0.0,432399
644,644,6.92e+17,1/27/2016,b'Exactly. https://t.co/kdZIrLCpwp',610,313,,,0.0,432399
645,645,6.92e+17,1/27/2016,b'6 days until the Iowa Caucus. Join Team Jeb &amp; commit to caucus today: https://t.co/yV15emqQs8 https://t.co/tdCRdZIfyS',77,32,,,0.0,432399
646,646,6.92e+17,1/26/2016,b'I know we can increase opportunity by putting students first &amp; expanding school choice. We did it in Florida. https://t.co/QXW3pAZhV4',232,91,,,0.25,431030
647,647,6.92e+17,1/26/2016,b'My court nominations will include those with a history of respecting limits of govt power &amp; the will of the people: https://t.co/C68UoWMCsn',95,41,,,0.0,431030
648,648,6.92e+17,1/26/2016,"b'We must lead a global coalition to disrupt terrorist networks, destroy their safe havens, discredit their ideology &amp; defeat them for good.'",173,75,,,0.25,431030
649,649,6.92e+17,1/26/2016,b'Absolutely correct.  https://t.co/8Dn7NnYNUS',84,42,,,0.0,431030
650,650,6.92e+17,1/26/2016,b'.@realDonaldTrump Do you know who else is scared of tough qs from Fox &amp; @megynkelly? Barack Obama. Enough whining.',994,437,,,-0.19444444444444445,431030
651,651,6.92e+17,1/26/2016,"b'Join me this afternoon for a rally in Elko, Nevada. RSVP here \xe2\x86\x92 https://t.co/7sjHic7K7Q'",43,19,,,0.0,431030
652,652,6.92e+17,1/26/2016,b'Show you\xe2\x80\x99re #AllInForJeb and grab your favorite store gear today! https://t.co/G3cEEVb9UA https://t.co/cWqEMMln2o',59,36,,,0.5,431030
653,653,6.92e+17,1/26/2016,b'Putin\xe2\x80\x99s airstrikes help Assad &amp; Iran-backed Hezbollah retake territory from US-backed opposition. Obama ignores: https://t.co/Ti62Wz3zGE',57,48,,,0.0,431030
654,654,6.92e+17,1/26/2016,b'We need to take power out of Washington and put it back in the hands of the American people.\nhttps://t.co/e5gpPIK452',99,62,,,0.0,431030
655,655,6.92e+17,1/26/2016,"b'Benghazi. Iran. ISIS. Failed reset. Emails. Clinton Foundation. This is what you\xe2\x80\x99re proud of, @HillaryClinton? https://t.co/wxOIVW4eUE'",269,187,,,0.15000000000000002,431030
656,656,6.92e+17,1/26/2016,"b'In Florida, we led the nation in expanding parental choice. Proud to support @schoolchoicewk.\nhttps://t.co/fwHlDwjJLC'",116,72,,,0.8,431030
657,657,6.92e+17,1/25/2016,b'My record as Gov of FL is unmatched. Here\xe2\x80\x99s how I\xe2\x80\x99ll accelerate economic growth in the US: https://t.co/gYKlgAaDCC https://t.co/gtjAPn9Mk1',256,119,,,0.2,430011
658,658,6.92e+17,1/25/2016,b'You have to pick judges with proven conservative records. The left will attack them either way.\nhttps://t.co/symuqJOo2w',103,57,,,0.0,430011
659,659,6.92e+17,1/25/2016,b'.@POTUS: ISIS is not contained.\n@HillaryClinton: we are not where we need to be.\n\nTime to get serious about ISIS: https://t.co/3HMwW6pZ3s',62,47,,,-0.3333333333333333,430011
660,660,6.92e+17,1/25/2016,"b'Honored to receive your endorsement, Senator @normcoleman. Welcome to the team.\nhttps://t.co/0EZ2r5qn0l'",98,47,,,0.8,430011
661,661,6.92e+17,1/25/2016,b'One week out to the Iowa Caucus &amp; our committed team of volunteers and staff are working hard! https://t.co/88fTJaeSIX',113,53,,,-0.2916666666666667,430011
662,662,6.92e+17,1/25/2016,"b'We need to reform how Washington, DC works and I have the leadership skills to make it happen.\nhttps://t.co/5TCMp7NHNN'",81,39,,,0.0,430011
663,663,6.92e+17,1/25/2016,"b""I'll reverse @POTUS's failed policies and introduce a simpler, leaner, fairer tax code: https://t.co/YblkAynmPe https://t.co/KeodMLSQJW""",193,99,,,-0.5,430011
664,664,6.92e+17,1/25/2016,b'The next POTUS will determine if we move further away from a constitutional government or correct course: https://t.co/1YioCqwWgb',94,49,,,0.0,430011
